entry,reading,level,root,form,meaning_bn,aspect,person,arabic,bangla,source_pdf,source_page,note
342,1,2,ولد,I,জন্ম দেওয়া,IMPF,1P,نَلِدُ,আমরা জন্ম দেই / দিবে,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,IMPV,2MS,لِدْ,জন্ম দাও (তুমি),Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,IMPV,2MP,لِدُوا,জন্ম দাও (তোমরা),Quran words - level2.pdf,93,
343,1,2,برك,III,কল্যাণ দেওয়া,PERF,3MS,بَارَكَ,সে কল্যাণ দিয়েছে,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,PERF,3MP,بَارَكُوا,তারা কল্যাণ দিয়েছে,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,PERF,2MS,بَارَكْتَ,তুমি কল্যাণ দিয়েছো,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,PERF,2MP,بَارَكْتُمْ,তোমরা কল্যাণ দিয়েছো,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,PERF,1S,بَارَكْتُ,আমি কল্যাণ দিয়েছি,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,PERF,1P,بَارَكْنَا,আমরা কল্যাণ দিয়েছি,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPF,3MS,يُبَارِكُ,সে কল্যাণ দেয় / দিবে,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPF,3MP,يُبَارِكُونَ,তারা কল্যাণ দেয় / দিবে,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPF,2MS,تُبَارِكُ,তুমি কল্যাণ দাও / দিবে,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPF,2MP,تُبَارِكُونَ,তোমরা কল্যাণ দাও / দিবে,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPF,1S,أُبَارِكُ,আমি কল্যাণ দিই / দিবো,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPF,1P,نُبَارِكُ,আমরা কল্যাণ দিই / দিবো,Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPV,2MS,بَارِكْ,কল্যাণ দাও (তুমি),Quran words - level2.pdf,94,
343,1,2,برك,III,কল্যাণ দেওয়া,IMPV,2MP,بَارِكُوا,কল্যাণ দাও (তোমরা),Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,PERF,3MS,اِبْتَلَى,সে পরীক্ষা করেছে,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,PERF,3MP,اِبْتَلَوْا,তারা পরীক্ষা করেছে,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,PERF,2MS,اِبْتَلَيْتَ,তুমি পরীক্ষা করেছো,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,PERF,2MP,اِبْتَلَيْتُمْ,তোমরা পরীক্ষা করেছো,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,PERF,1S,اِبْتَلَيْتُ,আমি পরীক্ষা করেছি,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,PERF,1P,اِبْتَلَيْنَا,আমরা পরীক্ষা করেছি,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPF,3MS,يَبْتَلِى,সে পরীক্ষা করে / করবে,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPF,3MP,يَبْتَلُونَ,তারা পরীক্ষা করে / করবে,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPF,2MS,تَبْتَلِى,তুমি পরীক্ষা করো / করবে,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPF,2MP,تَبْتَلُونَ,তোমরা পরীক্ষা করো / করবে,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPF,1S,أَبْتَلِى,আমি পরীক্ষা করি / করবো,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPF,1P,نَبْتَلِى,আমরা পরীক্ষা করি / করবো,Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPV,2MS,اِبْتَلِ,পরীক্ষা করো (তুমি),Quran words - level2.pdf,94,
344,1,2,بلو,VIII,পরীক্ষা করা,IMPV,2MP,اِبْتَلُوا,পরীক্ষা করো (তোমরা),Quran words - level2.pdf,94,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,PERF,3MS,أَجَابَ,সে সাড়া দিয়েছে,Quran words - level2.pdf,94,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,PERF,3MP,أَجَابُوا,তারা সাড়া দিয়েছে,Quran words - level2.pdf,94,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,PERF,2MS,أَجَبْتَ,তুমি সাড়া দিয়েছো,Quran words - level2.pdf,94,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,PERF,2MP,أَجَبْتُمْ,তোমরা সাড়া দিয়েছো,Quran words - level2.pdf,94,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,PERF,1S,أَجَبْتُ,আমি সাড়া দিয়েছি,Quran words - level2.pdf,94,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,PERF,1P,أَجَبْنَا,আমরা সাড়া দিয়েছি,Quran words - level2.pdf,94,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPF,3MS,يُجِيبُ,সে সাড়া দেয় / দিবে,Quran words - level2.pdf,95,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPF,3MP,يُجِيبُونَ,তারা সাড়া দেয় / দিবে,Quran words - level2.pdf,95,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPF,2MS,تُجِيبُ,তুমি সাড়া দাও / দিবে,Quran words - level2.pdf,95,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPF,2MP,تُجِيبُونَ,তোমরা সাড়া দাও / দিবে,Quran words - level2.pdf,95,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPF,1S,أُجِيبُ,আমি সাড়া দিই / দিবো,Quran words - level2.pdf,95,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPF,1P,نُجِيبُ,আমরা সাড়া দিই / দিবো,Quran words - level2.pdf,95,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPV,2MS,أَجِبْ,সাড়া দাও (তুমি),Quran words - level2.pdf,95,
345,1,2,جوب,IV,সাড়া দেওয়া জবাব দেওয়া,IMPV,2MP,أَجِيبُوا,সাড়া দাও (তোমরা),Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,PERF,3MS,خَسَفَ,সে ধসিয়ে দিয়েছে,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,PERF,3MP,خَسَفُوا,তারা ধসিয়ে দিয়েছে,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,PERF,2MS,خَسَفْتَ,তুমি ধসিয়ে দিয়েছো,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,PERF,2MP,خَسَفْتُمْ,তোমরা ধসিয়ে দিয়েছো,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,PERF,1S,خَسَفْتُ,আমি ধসিয়ে দিয়েছি,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,PERF,1P,خَسَفْنَا,আমরা ধসিয়ে দিয়েছি,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPF,3MS,يَخْسِفُ,সে ধসিয়ে দেয় / দিবে,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPF,3MP,يَخْسِفُونَ,তারা ধসিয়ে দেয় / দিবে,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPF,2MS,تَخْسِفُ,তুমি ধসিয়ে দাও / দিবে,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPF,2MP,تَخْسِفُونَ,তোমরা ধসিয়ে দাও / দিবে,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPF,1S,أَخْسِفُ,আমি ধসিয়ে দিই / দিবো,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPF,1P,نَخْسِفُ,আমরা ধসিয়ে দিই / দিবো,Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPV,2MS,اِخْسِفْ,ধসিয়ে দাও (তুমি),Quran words - level2.pdf,95,
346,1,2,خسف,I,ধসিয়ে দেওয়া,IMPV,2MP,اِخْسِفُوا,ধসিয়ে দাও (তোমরা),Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,PERF,3MS,اِخْتَصَمَ,সে ঝগড়া করেছে,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,PERF,3MP,اِخْتَصَمُوا,তারা ঝগড়া করেছে,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,PERF,2MS,اِخْتَصَمْتَ,তুমি ঝগড়া করেছো,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,PERF,2MP,اِخْتَصَمْتُمْ,তোমরা ঝগড়া করেছো,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,PERF,1S,اِخْتَصَمْتُ,আমি ঝগড়া করেছি,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,PERF,1P,اِخْتَصَمْنَا,আমরা ঝগড়া করেছি,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPF,3MS,يَخْتَصِمُ,সে ঝগড়া করে / করবে,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPF,3MP,يَخْتَصِمُونَ,তারা ঝগড়া করে / করবে,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPF,2MS,تَخْتَصِمُ,তুমি ঝগড়া করো / করবে,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPF,2MP,تَخْتَصِمُونَ,তোমরা ঝগড়া করো / করবে,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPF,1S,أَخْتَصِمُ,আমি ঝগড়া করি / করবো,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPF,1P,نَخْتَصِمُ,আমরা ঝগড়া করি / করবো,Quran words - level2.pdf,95,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPV,2MS,اِخْتَصِمْ,ঝগড়া করো (তুমি),Quran words - level2.pdf,96,
347,1,2,خصم,VIII,ঝগড়া করা তর্কাতর্কি করা,IMPV,2MP,اِخْتَصِمُوا,ঝগড়া করো (তোমরা),Quran words - level2.pdf,96,
348,1,2,خفف,II,হালকা করা কমিয়ে দেওয়া,PERF,3MS,خَفَّفَ,সে হালকা করেছে,Quran words - level2.pdf,96,
348,1,2,خفف,II,হালকা করা কমিয়ে দেওয়া,PERF,3MP,خَفَّفُوا,তারা হালকা করেছে,Quran words - level2.pdf,96,
348,1,2,خفف,II,হালকা করা কমিয়ে দেওয়া,PERF,2MS,خَفَّفْتَ,তুমি হালকা করেছো,Quran words - level2.pdf,96,
348,1,2,خفف,II,হালকা করা কমিয়ে দেওয়া,PERF,2MP,خَفَّفْتُمْ,তোমরা হালকা করেছো,Quran words - level2.pdf,96,
348,1,2,خفف,II,হালকা করা কমিয়ে দেওয়া,PERF,1S,خَفَّفْتُ,আমি হালকা করেছি,Quran words - level2.pdf,96,
